ProductId,Name,Platform,Year,Genre,Publisher,SalesNA,SalesEU,SalesAsia,SalesOther,SalesGlobal,Price
667,Half-Life 2,PC,2004,Shooter,#Vivendi Games,2280,20,80,0,2380,844
668,The Incredibles,PS2,2004,Action,#THQ,960,1080,40,300,2380,763
669,Tony Hawk's Underground 2,PS2,2004,Sports,#Activision,1250,860,10,260,2380,781
670,Madden NFL 10,PS3,2009,Sports,#Electronic Arts,2030,130,0,210,2370,622
671,Kinect Sports: Season Two,X360,2011,Sports,#Microsoft Game Studios,1380,740,20,220,2360,1337
672,Kirby's Dream Land 2,GB,1995,Platform,#Nintendo,690,140,1480,50,2360,1460
673,LEGO Harry Potter: Years 1-4,DS,2010,Action,#Warner Bros. Interactive Entertainment,1070,1050,0,230,2350,522
674,Donkey Kong Land II,GB,1996,Platform,#Nintendo,1390,480,400,80,2350,1195
675,Dragon Warrior Monsters,GB,1998,Role-Playing,#Eidos Interactive,0,0,2340,10,2350,1070
676,Midnight Club: Los Angeles,X360,2008,Racing,#Take-Two Interactive,1680,460,10,200,2350,1267
677,Skylanders SWAP Force,Wii,2013,Platform,#Activision,1320,830,0,200,2350,1329
678,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,#THQ,920,0,10,1410,2340,845
679,My Fitness Coach,Wii,2008,Sports,#Ubisoft,1200,900,0,240,2340,1326
680,Resident Evil - Code: Veronica X,PS2,2001,Action,#Capcom,1080,700,340,210,2330,1405
681,The Sims 3,X360,2010,Simulation,#Electronic Arts,1270,860,0,200,2330,1250
682,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,#Nintendo,1140,540,470,170,2320,1340
683,NBA 2K16,XOne,2015,Sports,#Take-Two Interactive,1930,140,0,240,2310,1203
684,Just Dance Kids,Wii,2010,Misc,#Ubisoft,1570,560,0,190,2320,977
685,Mario Tennis,N64,2000,Sports,#Nintendo,780,400,1060,70,2310,971
686,Grand Theft Auto,PS,1997,Action,#Take-Two Interactive,790,1350,40,140,2320,1362
687,James Bond 007: Everything or Nothing,PS2,2004,Shooter,#Electronic Arts,850,1060,90,320,2320,1290
688,WarioWare Touched!,DS,2004,Puzzle,#Nintendo,520,450,1210,130,2310,1497
689,Need For Speed: High Stakes,PS,1999,Racing,#Electronic Arts,1580,640,0,90,2310,1099
690,Chrono Trigger,SNES,1995,Role-Playing,#SquareSoft,280,0,2020,10,2310,670
691,Cool Boarders 3,PS,1998,Sports,#989 Studios,1650,460,100,100,2310,1055
692,LEGO Marvel Super Heroes,X360,2013,Action,#Warner Bros. Interactive Entertainment,1240,850,0,210,2300,1451
693,Guild Wars 2,PC,2012,Action,#NCSoft,950,1060,0,290,2300,1049
694,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,#Nintendo,950,540,620,180,2290,885
695,Dead Island,PS3,2011,Action,#Deep Silver,1080,750,150,310,2290,1286
696,Tomb Raider II,PC,1997,Action,#Eidos Interactive,910,1250,0,130,2290,1128
697,God of War: Ascension,PS3,2013,Action,#Sony Computer Entertainment,1230,680,40,340,2290,996
698,Need for Speed Underground 2,XB,2004,Racing,#Electronic Arts,1380,800,0,100,2280,919
699,Pro Evolution Soccer 2010,PS3,2009,Sports,#Konami Digital Entertainment,300,1270,460,260,2290,748
700,Just Dance 2015,Wii,2014,Misc,#Ubisoft,1110,980,0,200,2290,973
701,Yokai Watch Busters,3DS,2015,Action,#Level 5,0,0,2280,0,2280,549
702,Mario Bros.,NES,1983,Platform,#Nintendo,510,120,1630,20,2280,1117
703,FIFA Soccer 09,PS2,2008,Sports,#Electronic Arts,380,70,10,1820,2280,1140
704,Star Wars: The Force Unleashed,PS3,2008,Action,#LucasArts,1010,900,0,370,2280,998
705,Borderlands 2,PS3,2012,Shooter,#Take-Two Interactive,1050,770,100,360,2280,608
706,TOCA Touring Car Championship,PS,1997,Racing,#Codemasters,70,2000,20,180,2270,940
707,Paper Mario: Sticker Star,3DS,2012,Role-Playing,#Nintendo,1120,390,640,120,2270,1306
708,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,#Sega,1340,620,0,310,2270,1391
709,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,#Sega,1070,920,40,240,2270,1180
710,Kirby: Nightmare in Dream Land,GBA,2002,Platform,#Nintendo,1220,100,910,40,2270,691
711,Wario Land 4,GBA,2001,Platform,#Nintendo,900,730,540,90,2260,654
712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,#Activision,1400,540,20,300,2260,1302
713,Call of Duty 3,Wii,2023,Shooter,#Activision,1190,840,0,230,2260,720
714,Resident Evil 4,Wii,2007,Action,#Capcom,1340,570,140,210,2260,1082
715,Minecraft,PSV,2014,Misc,#Sony Computer Entertainment Europe,280,790,870,320,2260,665
716,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,#Capcom,620,440,1060,130,2250,941
717,Cool Boarders 2,PS,1997,Sports,#UEP Systems,1520,460,200,80,2260,1007
718,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,#Nintendo,1480,250,460,60,2250,659
719,Madden NFL 12,PS3,2011,Sports,#Electronic Arts,1930,150,0,170,2250,1410
720,Monster Hunter Tri,Wii,2009,Role-Playing,#Nintendo,670,410,1050,110,2240,532
721,Dissidia: Final Fantasy,PSP,2008,Fighting,#Square Enix,510,510,910,320,2250,1373
722,Sonic Advance,GBA,2001,Platform,#Sega,1190,710,220,130,2250,1005
723,Spyro: Season of Ice,GBA,2001,Platform,#Vivendi Games,1290,830,0,110,2230,1023
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,#Konami Digital Entertainment,1740,250,210,30,2230,1384
725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,#Activision,1420,610,0,210,2240,613
726,Dance Dance Revolution X2,PS2,2009,Simulation,#Konami Digital Entertainment,1090,850,0,280,2220,1375
727,New Super Luigi U,WiiU,2013,Platform,#Nintendo,1270,620,180,160,2230,1171
728,Prince of Persia: The Sands of Time,PS2,2003,Action,#Ubisoft,880,1030,0,310,2220,1314
729,Scribblenauts,DS,2009,Puzzle,#Warner Bros. Interactive Entertainment,1710,320,20,180,2230,832
730,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,#Nintendo,1000,630,450,130,2210,911
731,Need for Speed: Hot Pursuit,X360,2010,Racing,#Electronic Arts,1030,980,0,210,2220,615
732,BioShock 2,X360,2010,Shooter,#Take-Two Interactive,1450,550,20,190,2210,945
733,Assassin's Creed IV: Black Flag,XOne,2013,Action,#Ubisoft,1470,550,0,190,2210,955
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,#Capcom,1060,820,50,280,2210,881
735,Rock Band 2,X360,2008,Misc,#Electronic Arts,1780,240,0,180,2200,1151
736,Frogger,X360,1981,Action,#Parker Bros.,2060,120,0,20,2200,911
737,Guitar Hero II,X360,2007,Misc,#Activision,2010,20,0,170,2200,707
738,Wario Land 3,GB,2000,Platform,#Nintendo,1110,510,340,230,2190,1422
739,Pro Yakyuu Family Stadium,NES,1986,Sports,#Namco Bandai Games,150,0,2050,0,2200,1335
740,Sonic Unleashed,Wii,2008,Platform,#Sega,1280,680,20,210,2190,876
741,High School Musical: Makin' the Cut!,DS,2007,Puzzle,#Disney Interactive Studios,1060,910,0,230,2200,1374
742,Pro Evolution Soccer 2012,PS3,2011,Action,#Konami Digital Entertainment,340,970,550,330,2190,1144
743,Saints Row,X360,2006,Action,#THQ,1170,780,20,220,2190,625
744,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,#Activision,1680,440,0,80,2200,1343
745,Kirby's Pinball Land,GB,1992,Misc,#Nintendo,870,170,1100,50,2190,768
746,Donkey Kong Country,GB,2000,Platform,#Nintendo,1040,720,300,130,2190,560
747,Hitman: Absolution,PS3,2012,Action,#Square Enix,590,1070,70,450,2180,791
748,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,#Konami Digital Entertainment,0,0,2170,10,2180,655
749,ATV Offroad Fury 2,PS2,2002,Racing,#THQ,1920,200,0,60,2180,1440
750,Forza Motorsport 5,XOne,2013,Racing,#Microsoft Game Studios,1210,780,10,170,2170,716
751,Madden NFL 25,X360,2013,Sports,#Electronic Arts,1970,70,0,130,2170,670
752,Pokemon Ranger,DS,2006,Role-Playing,#Nintendo,1290,40,730,120,2180,1245
753,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,#Nintendo,1480,170,470,60,2180,1306
754,Final Fantasy XIII,X360,2010,Role-Playing,#Square Enix,1270,680,10,200,2160,573
755,Star Wars: Rogue Squadron,N64,1998,Simulation,#Nintendo,1600,460,80,30,2170,715
756,Tennis,NES,1984,Sports,#Nintendo,480,110,1560,20,2170,1125
757,The Sims: House Party,PC,2001,Simulation,#Electronic Arts,1230,830,0,100,2160,581
758,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,#Ubisoft,1510,470,0,180,2160,704
759,Syphon Filter 2,PS,2000,Shooter,#Sony Computer Entertainment,1500,550,20,80,2150,1005
760,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,#Ubisoft,540,1160,130,320,2150,907
761,Volleyball,NES,1987,Sports,#Nintendo,140,30,1980,0,2150,1074
762,FIFA 15,XOne,2014,Sports,#Electronic Arts,600,1410,0,140,2150,556
763,Call of Duty: Roads to Victory,PSP,2007,Shooter,#Activision,520,1030,0,590,2140,820
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,#Nintendo,660,0,1450,30,2140,1080
765,Mahjong,NES,1983,Misc,#Nintendo,10,0,2130,0,2140,678
766,R.C. Pro-Am,NES,1988,Racing,#Nintendo,1470,380,190,100,2140,1120
767,SimCity 2000,PC,1992,Simulation,#Maxis,1200,840,0,100,2140,1220
768,Demon Attack,PC,1981,Shooter,#Imagic,1990,120,0,20,2130,1127
769,Dance Dance Revolution Extreme,PS2,2004,Simulation,#Konami Digital Entertainment,1040,810,0,270,2120,1151
770,Tetris DS,DS,2006,Puzzle,#Nintendo,640,70,1350,80,2140,1118
771,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,#SquareSoft,820,370,890,50,2130,503
772,Far Cry: Primal,PS4,2016,Action,#Ubisoft,590,1160,60,330,2140,1123
773,Toy Story 3: The Video Game,DS,2010,Action,#Disney Interactive Studios,930,970,20,210,2130,1078
774,Final Fantasy III,DS,2006,Role-Playing,#Square Enix,910,50,1070,90,2120,959
775,Kirby's Epic Yarn,Wii,2010,Platform,#Nintendo,1470,90,450,110,2120,862
776,Project Gotham Racing,XB,2001,Racing,#Microsoft Game Studios,1370,610,50,90,2120,809
777,Golf,GB,1989,Sports,#Nintendo,830,330,920,40,2120,1273
778,NBA 2K12,PS3,2011,Sports,#Take-Two Interactive,1610,270,50,180,2110,533
779,Borderlands,PS3,2009,Shooter,#Take-Two Interactive,1200,620,0,290,2110,1021
780,Tony Hawk's Pro Skater,N64,2000,Sports,#Activision,1680,400,0,30,2110,794
781,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,#Konami Digital Entertainment,110,1340,400,260,2110,702
782,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,#Electronic Arts,1680,310,20,90,2100,626
783,Mario Sports Mix,Wii,2010,Sports,#Nintendo,900,450,630,130,2110,1166
784,Rock Band,Wii,2008,Misc,#MTV Games,1350,560,0,200,2110,1452
785,Dynasty Warriors 4,PS2,2003,Action,#Tecmo Koei,630,210,1130,130,2100,1462
786,Mortal Kombat,X360,2011,Fighting,#Warner Bros. Interactive Entertainment,1630,330,0,150,2110,1139
787,Parasite Eve,PS,1998,Role-Playing,#SquareSoft,940,70,1050,40,2100,1010
788,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,#THQ,1170,720,0,220,2110,1274
789,Project Gotham Racing (JP weekly sales),XB,2002,Action,#Microsoft Game Studios,1540,440,40,70,2090,1214
790,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,#Electronic Arts,1770,130,20,180,2100,531
791,Portal 2,X360,2011,Shooter,#Valve Software,1410,510,10,170,2100,1403
792,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,#Capcom,990,630,290,190,2100,949
793,Derby Stallion,PS,1997,Sports,#ASCII Entertainment,0,0,1960,140,2100,1016
794,Dead Rising,X360,2006,Action,#Capcom,1160,650,80,200,2090,912
795,Finding Nemo,PS2,2003,Action,#THQ,1260,600,50,180,2090,1495
796,NBA 2K11,X360,2010,Action,#Take-Two Interactive,1840,120,10,130,2100,1188
797,Wipeout: The Game,Wii,2009,Misc,#Mindscape,1970,0,0,120,2090,1408
798,The Sims 2: Pets,DS,2006,Simulation,#Electronic Arts,920,940,0,220,2080,965
799,Battlefield: Hardline,PS4,2015,Shooter,#Electronic Arts,700,930,140,320,2090,1126
800,Metal Gear Solid: Peace Walker,PSP,2010,Action,#Konami Digital Entertainment,460,420,960,250,2090,1354
801,World of Warcraft: Cataclysm,PC,2010,Role-Playing,#Activision,1770,320,0,0,2090,1177
802,Tetris Worlds,PS2,2002,Puzzle,#THQ,1110,710,0,270,2090,1483
803,Need For Speed: Undercover,PS3,2008,Racing,#Electronic Arts,630,1020,50,390,2090,734
804,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,#Konami Digital Entertainment,1360,520,0,200,2080,1315
805,Mario Party 5,GC,2003,Misc,#Nintendo,970,330,730,60,2090,1290
806,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,#Take-Two Interactive,590,990,130,360,2070,607
807,Sim Theme Park,PC,1998,Strategy,#Electronic Arts,2040,40,0,0,2080,802
808,Warcraft: Orcs & Humans,PC,1994,Strategy,#Activision,890,1080,0,110,2080,519
809,Skate 3,PS3,2010,Sports,#Electronic Arts,790,940,0,350,2080,1029
810,Spec Ops: Airborne Commando,PS,2002,Shooter,#Take-Two Interactive,1540,460,0,80,2080,1026
811,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,#Square Enix,630,420,750,260,2060,578
812,UFC 2009 Undisputed,X360,2009,Fighting,#THQ,1480,390,0,190,2060,1201
813,Dark Souls,PS3,2011,Role-Playing,#Namco Bandai Games,750,540,540,230,2060,519
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,#Konami Digital Entertainment,1640,360,0,70,2070,1247
815,Need for Speed: ProStreet,X360,2007,Racing,#Electronic Arts,1040,800,10,220,2070,583
816,The Sims 3,PS3,2010,Simulation,#Electronic Arts,730,970,20,340,2060,781
817,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,#Ubisoft,1200,630,40,190,2060,1476
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,#Nintendo,710,520,740,80,2050,787
819,The Incredibles,GBA,2004,Action,#THQ,1150,770,40,100,2060,1167
820,R4: Ridge Racer Type 4,PS,1998,Racing,#Namco Bandai Games,680,460,790,130,2060,1005
821,SoulCalibur II,PS2,2003,Fighting,#Namco Bandai Games,1060,620,130,250,2060,1166
822,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,#Nintendo,890,570,460,130,2050,587
823,Need for Speed: ProStreet,PS3,2007,Racing,#Electronic Arts,730,920,40,370,2060,1238
824,Carnival Games,DS,2008,Misc,#Take-Two Interactive,1230,640,0,190,2060,1079
825,NBA 2K14,PS3,2013,Sports,#Take-Two Interactive,1430,330,40,250,2050,1326
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,#Nintendo,1160,60,830,0,2050,1180
827,Sonic Mega Collection,GC,2002,Misc,#Infogrames,1470,480,50,60,2060,1137
828,Diablo III,PS3,2013,Role-Playing,#Activision,710,830,150,350,2040,1075
829,NBA Jam,GEN,1992,Sports,#Arena Entertainment,1750,250,0,50,2050,966
830,PGR4 - Project Gotham Racing 4,X360,2007,Racing,#Microsoft Game Studios,480,1290,20,250,2040,1211
831,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,#Square Enix,1110,270,530,140,2050,1470
832,Dance Central 2,X360,2011,Misc,#Microsoft Game Studios,1450,420,10,160,2040,1197
833,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,#Ubisoft,730,1090,0,230,2050,830
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,#Sony Computer Entertainment,1740,20,0,280,2040,705
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,#Ubisoft,710,1020,0,310,2040,696
836,Donkey Kong Country,GBA,2003,Platform,#Nintendo,1200,480,290,70,2040,1062
837,Need for Speed: The Run,PS3,2011,Action,#Electronic Arts,580,1060,30,370,2040,525
838,Madden NFL 15,PS4,2014,Sports,#Electronic Arts,1530,250,0,250,2030,1063
839,1080°: TenEighty Snowboarding,N64,1998,Sports,#Nintendo,1250,610,130,50,2040,1153
840,Just Dance 3,X360,2011,Misc,#Ubisoft,1470,400,0,160,2030,1009
841,NBA Live 2004,PS2,2003,Sports,#Electronic Arts,1570,180,0,270,2020,1224
842,Dead Space,PS3,2008,Action,#Electronic Arts,1050,670,0,300,2020,1155
843,Call of Duty 2,X360,2005,Shooter,#Activision,1810,50,10,150,2020,1203
844,Madden NFL 15,X360,2014,Sports,#Electronic Arts,1760,90,0,170,2020,601
845,Forza Horizon,X360,2012,Racing,#Microsoft Game Studios,820,980,40,180,2020,1159
846,TouchMaster,DS,2007,Puzzle,#Midway Games,490,1270,0,250,2010,1049
847,Tom Clancy's The Division,XOne,2016,Shooter,#Ubisoft,1200,620,0,180,2000,1222
848,LEGO Marvel Super Heroes,PS3,2013,Action,#Warner Bros. Interactive Entertainment,770,850,10,370,2000,910
849,Fire Emblem: Awakening,3DS,2012,Role-Playing,#Nintendo,890,450,530,130,2000,1093
850,DriveClub,PS4,2014,Racing,#Sony Computer Entertainment,350,1310,20,330,2010,814
851,Super Street Fighter II,SNES,1993,Fighting,#Nintendo,520,160,1290,30,2000,1118
852,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,#Midway Games,1480,300,0,220,2000,846
853,Tenchu: Stealth Assassins,PS,1997,Action,#Activision,950,640,270,130,1990,1302
854,Tennis,GB,1989,Sports,#Nintendo,750,300,900,40,1990,598
855,Harry Potter and the Chamber of Secrets,GBA,2002,Action,#Electronic Arts,1210,640,50,90,1990,1228
856,Harry Potter and the Chamber of Secrets,PS,2002,Action,#Electronic Arts,750,1090,20,120,1980,838
857,SimCity,SNES,1991,Simulation,#Nintendo,930,270,750,40,1990,636
858,Battlefield 4,XOne,2013,Shooter,#Electronic Arts,1250,580,0,160,1990,655
859,Resident Evil 6,X360,2012,Shooter,#Capcom,1110,630,70,160,1970,1473
860,Dragon Age: Inquisition,PS4,2014,Role-Playing,#Electronic Arts,720,860,80,320,1980,1379
861,Sonic Classic Collection,DS,2010,Platform,#Sega,990,800,0,180,1970,690
862,Spyro: Enter the Dragonfly,PS2,2002,Platform,#Universal Interactive,740,950,0,280,1970,1284
863,Call of Duty: World at War,Wii,2008,Shooter,#Activision,1200,590,0,190,1980,812
864,Devil May Cry 2,PS2,2003,Action,#Capcom,710,580,510,170,1970,531
865,Burnout Paradise,PS3,2008,Racing,#Electronic Arts,1010,640,20,300,1970,1125
866,E.T.: The Extra Terrestrial,PS3,1981,Action,#Atari,1840,110,0,20,1970,720
867,BioShock Infinite,X360,2013,Shooter,#Take-Two Interactive,1220,570,20,150,1960,1226
868,Hot Shots Golf: Open Tee,PSP,2004,Sports,#Sony Computer Entertainment,500,500,630,330,1960,1310
869,Rad Racer,NES,1986,Racing,#Nintendo,1130,370,410,50,1960,761
870,Soccer,NES,1985,Sports,#Nintendo,180,230,1530,20,1960,844
871,Kirby Squeak Squad,DS,2006,Platform,#Nintendo,790,30,1050,80,1950,595
872,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,#Ubisoft,1090,650,20,200,1960,961
873,Destiny,X360,2014,Shooter,#Activision,1300,490,0,160,1950,1151
874,Crash Nitro Kart,PS2,2003,Racing,#Vivendi Games,740,1010,0,200,1950,1194
875,Grand Theft Auto: San Andreas,XB,2005,Action,#Take-Two Interactive,1260,610,0,90,1960,1136
876,Star Wars: Dark Forces,PC,1994,Shooter,#LucasArts,1090,770,0,90,1950,568
877,NBA Street Vol. 2,PS2,2003,Sports,#Electronic Arts,1690,200,0,60,1950,933
878,Def Jam Vendetta,PS2,2003,Fighting,#Electronic Arts,950,740,0,250,1940,1222
879,FIFA Soccer 09,X360,2008,Sports,#Electronic Arts,490,1260,10,180,1940,1253
880,Who wants to be a millionaire,PC,1999,Misc,#Disney Interactive Studios,1940,0,0,0,1940,1064
881,Scooby Doo and the Cyber Chase,PS,2001,Adventure,#THQ,590,1230,0,130,1950,1450
882,Alleyway,GB,1989,Puzzle,#Nintendo,960,380,550,50,1940,856
883,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,#Atari,1090,150,650,40,1930,1022
884,Jet Moto 2,PS,1997,Racing,#Sony Computer Entertainment,1410,420,30,70,1930,694
885,Tom Clancy's Ghost Recon,PS2,2002,Shooter,#Ubisoft,1420,400,0,120,1940,753
886,X-Men Legends,PS2,2004,Role-Playing,#Activision,1000,720,0,210,1930,1448
887,Batman: Arkham Origins,X360,2013,Action,#Warner Bros. Interactive Entertainment,1150,610,0,170,1930,758
888,Guitar Hero: World Tour,PS3,2008,Misc,#Activision,1100,560,0,270,1930,1223
889,Mortal Kombat II,SNES,1993,Fighting,#Acclaim Entertainment,1480,390,0,60,1930,1394
890,Virtua Fighter 2,SAT,1995,Fighting,#Sega,340,260,1300,30,1930,922
891,Tetris DX,GB,1998,Puzzle,#Nintendo,1060,600,200,70,1930,565
892,Mortal Kombat vs. DC Universe,X360,2008,Fighting,#Midway Games,1530,240,0,160,1930,657
893,Watch Dogs,PS3,2014,Action,#Ubisoft,560,890,100,370,1920,1056
894,Mario Super Sluggers,Wii,2008,Sports,#Nintendo,1510,0,290,120,1920,1473
895,Tomb Raider (2013),X360,2013,Action,#Square Enix,860,870,10,170,1910,1069
896,The Legend of Zelda: Oracle of Ages,GB,2001,Action,#Nintendo,920,530,410,60,1920,1117
897,Need for Speed: Shift,X360,2009,Racing,#Electronic Arts,730,970,10,220,1930,1450
898,Monopoly,Wii,2008,Misc,#Electronic Arts,870,850,0,200,1920,1464
899,Red Faction,PS2,2001,Shooter,#THQ,760,960,0,200,1920,1003
900,The Sims: Makin' Magic,PC,2003,Simulation,#Electronic Arts,1030,800,0,90,1920,1483
901,MX Unleashed,PS2,2004,Racing,#THQ,940,730,0,250,1920,615
902,PaRappa The Rapper,PS,1996,Misc,#Sony Computer Entertainment,260,160,1460,30,1910,1302
903,Toy Story Mania!,Wii,2009,Misc,#Disney Interactive Studios,1060,670,0,180,1910,741
904,Mario Party 3,N64,2000,Misc,#Nintendo,720,160,1010,20,1910,889
905,Star Wars: The Force Unleashed,Wii,2008,Action,#LucasArts,1140,570,0,190,1900,1181
906,Game Party 2,Wii,2008,Misc,#Midway Games,1300,440,0,170,1910,899
907,Destiny: The Taken King,PS4,2015,Shooter,#Activision,770,780,40,310,1900,1352
908,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,#LucasArts,1080,660,0,170,1910,728
909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,#LucasArts,1030,750,30,90,1900,948
910,Max Payne 3,PS3,2012,Shooter,#Take-Two Interactive,590,920,60,320,1890,1026
911,Need for Speed Rivals,PS4,2013,Racing,#Electronic Arts,730,910,30,220,1890,1245
912,Madden NFL 09,PS3,2008,Sports,#Electronic Arts,1560,150,0,180,1890,754
913,Yokai Watch,3DS,2013,Role-Playing,#Nintendo,210,300,1330,40,1880,599
914,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,#Sony Computer Entertainment,1050,540,30,260,1880,1276
915,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,#Konami Digital Entertainment,1370,440,0,80,1890,1060
916,Mortal Kombat: Deception,PS2,2004,Fighting,#Midway Games,920,720,0,240,1880,1100
917,Hot Shots Golf 2,PS,1999,Sports,#Sony Computer Entertainment,250,120,1480,30,1880,1239
918,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,#Electronic Arts,890,690,90,210,1880,590
919,WCW Nitro,PS,1998,Fighting,#THQ,1420,360,30,70,1880,964
920,High School Musical: Sing It!,PS2,2007,Misc,#Disney Interactive Studios,470,80,0,1330,1880,1494
921,Star Fox Adventures,GC,2002,Adventure,#Nintendo,960,530,300,90,1880,950
922,FIFA 2000,PS,1998,Sports,#Electronic Arts,220,1470,40,140,1870,1303
923,Dynasty Warriors 3,PS2,2001,Action,#THQ,530,160,1070,100,1860,1178
924,Donkey Kong Country Returns,3DS,2013,Platform,#Nintendo,730,620,400,120,1870,724
925,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,#Nintendo,870,520,410,60,1860,551
926,Madden NFL 06,XB,2005,Sports,#Electronic Arts,1750,30,0,80,1860,1409
927,Shrek 2,PS2,2004,Platform,#Activision,1120,690,30,20,1860,1150
928,The Legend of Dragoon,PS,1999,Role-Playing,#Sony Computer Entertainment,940,440,390,100,1870,1466
929,Turok 2: Seeds of Evil,N64,1997,Platform,#Acclaim Entertainment,1370,410,40,40,1860,1225
930,SingStar,PS2,2004,Misc,#Sony Computer Entertainment,0,1370,0,490,1860,1382
931,LittleBigPlanet 3,PS4,2014,Platform,#Sony Computer Entertainment,640,920,10,290,1860,1470
932,NBA Live 2002,PS2,2001,Sports,#Electronic Arts,910,710,0,240,1860,882
933,Phineas and Ferb,DS,2009,Action,#Disney Interactive Studios,1340,370,0,150,1860,794
934,Chrono Cross,PS,1999,Role-Playing,#SquareSoft,620,420,690,120,1850,1163
935,GoldenEye 007 (2010),Wii,2010,Action,#Activision,850,710,130,160,1850,1332
936,Mario Party: Island Tour,3DS,2013,Misc,#Nintendo,610,590,550,110,1860,1065
937,Jak 3,PS2,2004,Platform,#Sony Computer Entertainment,1330,490,0,30,1850,984
938,Rayman Raving Rabbids 2,Wii,2007,Misc,#Ubisoft,830,820,0,200,1850,1081
939,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,#Square Enix,1260,180,350,60,1850,1052
940,Pinball,NES,1984,Action,#Nintendo,800,190,830,30,1850,1228
941,inFAMOUS 2,PS3,2011,Action,#Sony Computer Entertainment,1050,490,80,230,1850,1106
942,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,#Unknown,0,1100,420,330,1850,1394
943,Demon's Souls,PS3,2009,Role-Playing,#Namco Bandai Games,970,340,350,180,1840,924
944,NCAA Football 06,PS2,2005,Sports,#Electronic Arts,1530,50,0,250,1830,773
945,"Hey You, Pikachu!",N64,1998,Simulation,#Nintendo,830,60,930,0,1820,1305
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,#THQ,1310,490,0,30,1830,793
947,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,#Activision,840,760,0,230,1830,1482
948,Jet Moto,PS,1996,Racing,#Sony Computer Entertainment,1330,400,30,70,1830,782
949,Just Cause 3,PS4,2015,Action,#Square Enix,460,1020,70,280,1830,622
950,Secret of Mana,SNES,1993,Role-Playing,#SquareSoft,250,70,1490,20,1830,719
951,The Orange Box,X360,2007,Shooter,#Electronic Arts,1090,540,20,170,1820,1056
952,Air Combat,PS,1995,Simulation,#Sony Computer Entertainment,920,330,520,50,1820,1230
953,Kirby: Triple Deluxe,3DS,2014,Platform,#Nintendo,610,340,790,90,1830,910
954,Sonic & Knuckles,GEN,1994,Platform,#Sega,1240,430,30,120,1820,548
955,Namco Museum,PS2,2001,Misc,#Namco Bandai Games,1730,70,0,20,1820,1380
956,The Sims: Hot Date,PC,2001,Simulation,#Electronic Arts,1810,0,0,0,1810,1236
957,Metroid Prime 3: Corruption,Wii,2007,Shooter,#Nintendo,910,740,70,90,1810,804
