transaction_id,transaction_month,store_id,store_location,product_id,product_category,product_type,product_detail,transaction_qty,unit_price,sales
95435,November,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,2,3,6
29934,October,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2,2.5,5
74580,December,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
46241,November,5,Lower Manhattan,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
40979,November,5,Lower Manhattan,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
50452,October,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
25437,December,5,Lower Manhattan,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,2.45
22855,November,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
59112,October,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
27743,December,5,Lower Manhattan,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
62029,November,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
50952,December,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,2,4.25,8.5
22589,December,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
67858,November,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
38299,December,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
17173,October,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,3.75,7.5
89010,December,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,3.1,6.2
94778,December,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
83877,November,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,3.1,6.2
96955,October,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
50973,December,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,2,3,6
26914,November,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
85139,October,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
59407,December,8,Hell's Kitchen,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
50851,December,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,2,4.25,8.5
97922,December,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
95156,December,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,3.5,7
18408,November,5,Lower Manhattan,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
63342,October,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
74144,December,5,Lower Manhattan,45,Tea,Brewed herbal tea,Peppermint Lg,2,3,6
31103,October,5,Lower Manhattan,49,Tea,Brewed Black tea,English Breakfast Lg,2,3,6
23260,October,5,Lower Manhattan,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
90208,November,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
44182,October,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
35983,October,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
93804,November,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
29364,November,5,Lower Manhattan,41,Coffee,Barista Espresso,Cappuccino Lg,2,4.25,8.5
78324,October,8,Hell's Kitchen,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
41311,November,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
50338,November,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
94869,October,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
96848,November,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
68802,December,5,Lower Manhattan,87,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3,3
28298,November,8,Hell's Kitchen,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
25215,November,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,4.75,9.5
76601,December,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
42028,October,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3,3
71293,October,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
94856,November,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
24657,November,8,Hell's Kitchen,75,Bakery,Pastry,Croissant,1,3.5,3.5
53531,December,8,Hell's Kitchen,51,Tea,Brewed Black tea,Earl Grey Lg,2,3,6
23787,December,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,2,3,6
57883,October,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
36363,December,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
58917,October,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
96514,December,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
63401,November,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,1,3.75,3.75
82601,October,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
37105,November,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,2,3,6
23477,December,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
49282,October,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
87753,November,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
25089,October,5,Lower Manhattan,75,Bakery,Pastry,Croissant,1,3.5,3.5
29384,October,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
34715,November,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,2.5,5
35479,October,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
46320,October,5,Lower Manhattan,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
80200,November,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
52247,December,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,2.5
64191,December,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
14121,November,3,Astoria,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
27611,October,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,1,3,3
36852,October,5,Lower Manhattan,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
77875,November,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,3.5,7
15452,October,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,3.5
50249,November,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
72984,December,3,Astoria,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
90815,December,3,Astoria,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
75750,November,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
30622,December,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
80515,October,5,Lower Manhattan,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,2.45
46647,November,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,2.5,5
72583,November,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
76983,October,5,Lower Manhattan,74,Bakery,Biscotti,Ginger Biscotti,1,3.5,3.5
67044,December,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,2,4.25,8.5
23198,November,3,Astoria,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
44439,December,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,2,3,6
63558,October,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
17087,November,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
94595,November,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
81070,October,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,2,3.75,7.5
20945,December,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,3.1,6.2
68390,December,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
61237,October,5,Lower Manhattan,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
73506,October,5,Lower Manhattan,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,3.5,7
70849,October,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
91754,October,3,Astoria,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
76418,October,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
55134,December,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,1,3.75,3.75
65783,October,8,Hell's Kitchen,41,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,4.25
73627,November,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
25593,December,8,Hell's Kitchen,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
60011,November,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
34902,October,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
69984,December,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
50610,December,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
30979,December,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
71694,November,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3,3
45970,November,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
26570,October,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,2.5,5
18102,December,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,2.5,5
77889,December,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,2.55
58248,December,5,Lower Manhattan,40,Coffee,Barista Espresso,Cappuccino,2,3.75,7.5
93413,December,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
67405,November,5,Lower Manhattan,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
40688,December,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
66012,December,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
57805,October,5,Lower Manhattan,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,2.55
61011,October,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
87148,December,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
42237,November,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
73466,October,3,Astoria,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
82357,October,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
30391,December,5,Lower Manhattan,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
48873,October,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
29660,December,8,Hell's Kitchen,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,3.5
24387,December,3,Astoria,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,3.5
47223,December,5,Lower Manhattan,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
48449,October,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
58289,October,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
64355,October,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,2.5,5
35676,November,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,2.5
89789,October,5,Lower Manhattan,72,Bakery,Scone,Ginger Scone,1,3.25,3.25
69705,December,5,Lower Manhattan,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
46188,December,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3,3
34019,October,5,Lower Manhattan,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
67430,October,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,2.5
66227,October,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,2,2.5,5
50254,December,5,Lower Manhattan,50,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,2.5
19861,November,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
92716,December,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,3.5
40150,October,3,Astoria,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
20789,October,5,Lower Manhattan,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
19108,November,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2,2.5,5
69511,December,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,1,2.5,2.5
59983,October,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
93269,December,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,2,3,6
29744,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
59030,November,3,Astoria,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,4.5
34647,November,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
97542,October,5,Lower Manhattan,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,2.2,4.4
14677,October,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
16353,October,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,4,8
20389,November,8,Hell's Kitchen,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,1,2.2,2.2
17718,November,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,2.5
81219,November,5,Lower Manhattan,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
95873,November,5,Lower Manhattan,75,Bakery,Pastry,Croissant,1,3.5,3.5
39307,October,8,Hell's Kitchen,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
96440,November,8,Hell's Kitchen,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,2,4
32137,November,8,Hell's Kitchen,87,Coffee,Barista Espresso,Ouro Brasileiro shot,2,3,6
64119,October,8,Hell's Kitchen,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
51528,December,8,Hell's Kitchen,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2,2.5,5
39438,October,8,Hell's Kitchen,77,Bakery,Scone,Oatmeal Scone,1,3,3
64744,December,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,3.75
36224,November,5,Lower Manhattan,48,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,2.5
25337,October,3,Astoria,41,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,4.25
56127,December,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,3.5,7
69887,December,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,3.1
96593,November,8,Hell's Kitchen,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
40853,October,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,1,3,3
23288,October,5,Lower Manhattan,70,Bakery,Scone,Cranberry Scone,1,3.25,3.25
32417,October,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
25282,October,3,Astoria,75,Bakery,Pastry,Croissant,1,3.5,3.5
53178,December,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,2.5,5
11912,November,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3,3
98253,November,3,Astoria,69,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,3.25
89074,December,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,2.5
40434,November,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
31725,December,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,4,8
80906,October,3,Astoria,71,Bakery,Pastry,Chocolate Croissant,1,3.75,3.75
30198,November,8,Hell's Kitchen,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,2.5,5
80513,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
93998,November,3,Astoria,74,Bakery,Biscotti,Ginger Biscotti,1,3.5,3.5
32112,November,8,Hell's Kitchen,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,2.45
36359,November,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
37964,December,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
70870,November,8,Hell's Kitchen,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
57004,December,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,3.75,7.5
32757,December,5,Lower Manhattan,45,Tea,Brewed herbal tea,Peppermint Lg,1,3,3
89052,December,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
78616,October,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,3.75,7.5
64194,December,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,2.55,5.1
90634,October,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3,3
58650,November,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,1,4.25,4.25
23009,December,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
55062,October,8,Hell's Kitchen,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
77061,November,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,2,3,6
87447,November,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,2.5
67276,November,5,Lower Manhattan,49,Tea,Brewed Black tea,English Breakfast Lg,2,3,6
44579,December,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
47594,November,3,Astoria,78,Bakery,Scone,Scottish Cream Scone ,1,4.5,4.5
31636,October,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
57003,November,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,3,6
88060,October,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
86798,December,8,Hell's Kitchen,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,2.5
20249,November,3,Astoria,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,2.45,4.9
31799,November,3,Astoria,25,Coffee,Organic brewed coffee,Brazilian Sm,2,2.2,4.4
34403,November,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,2.5,5
41621,December,8,Hell's Kitchen,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,3.1,6.2
47082,October,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,2,3,6
30510,November,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,3.75,7.5
36563,December,3,Astoria,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,4.5
19149,November,5,Lower Manhattan,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,2.5
85271,December,5,Lower Manhattan,76,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,3.5
35359,November,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
44268,December,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,4.75,9.5
13323,November,5,Lower Manhattan,37,Coffee,Barista Espresso,Espresso shot,2,3,6
32529,October,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3,3
20504,December,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,1,3.75,3.75
12341,December,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
44924,December,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
94238,November,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
82202,October,5,Lower Manhattan,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,2.5,5
50369,December,8,Hell's Kitchen,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
35276,October,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,4,8
59694,October,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,3.75,7.5
91007,November,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2,2
35889,December,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
16980,December,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3,3
44125,December,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,2,3,6
11259,December,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,3.75,7.5
53854,October,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,2.5
94267,October,3,Astoria,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,3.1
85311,December,3,Astoria,25,Coffee,Organic brewed coffee,Brazilian Sm,1,2.2,2.2
39495,October,3,Astoria,38,Coffee,Barista Espresso,Latte,2,3.75,7.5
19615,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,3.5
31504,October,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
39053,November,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,1,2,2
51335,November,8,Hell's Kitchen,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,4
61412,December,3,Astoria,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2,4.5,9
20875,October,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2,2.55,5.1
22170,December,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,3,6
65926,October,8,Hell's Kitchen,39,Coffee,Barista Espresso,Latte Rg,2,4.25,8.5
80960,October,8,Hell's Kitchen,73,Bakery,Pastry,Almond Croissant,1,3.75,3.75
39220,October,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
65119,December,8,Hell's Kitchen,37,Coffee,Barista Espresso,Espresso shot,2,3,6
68073,December,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,1,3.75,3.75
67599,December,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,3,6
99709,October,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
68977,December,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
90814,December,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
62189,November,8,Hell's Kitchen,41,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,4.25
86100,October,3,Astoria,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
53058,December,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,4,8
55391,October,3,Astoria,40,Coffee,Barista Espresso,Cappuccino,2,3.75,7.5
51925,November,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,3,6
36105,November,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4,4
80156,December,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,1,3,3
61323,November,8,Hell's Kitchen,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
36136,December,8,Hell's Kitchen,46,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,2.5
85646,December,8,Hell's Kitchen,77,Bakery,Scone,Oatmeal Scone,1,3,3
56115,October,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,2,2.5,5
36585,October,3,Astoria,38,Coffee,Barista Espresso,Latte,1,3.75,3.75
26183,October,3,Astoria,51,Tea,Brewed Black tea,Earl Grey Lg,2,3,6
97632,December,8,Hell's Kitchen,43,Tea,Brewed herbal tea,Lemon Grass Lg,1,3,3
19254,October,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,4.75,9.5
96806,November,3,Astoria,40,Coffee,Barista Espresso,Cappuccino,1,3.75,3.75
89635,December,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,2,3.5,7
27310,November,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,3.75
33003,November,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,4,8
82792,December,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,2,3,6
10053,December,3,Astoria,37,Coffee,Barista Espresso,Espresso shot,1,3,3
81197,December,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,1,2.5,2.5
52059,October,8,Hell's Kitchen,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,4.75
