Date,Month,Region,State,Product Category,Quantity Sold
6/20/2023,June,West,Rajasthan,Professional,10
6/14/2023,June,West,Rajasthan,Professional,60
6/11/2023,June,West,Rajasthan,Professional,40
6/22/2023,June,West,Rajasthan,Professional,10
6/20/2023,June,West,Rajasthan,Lifestyle,10
6/16/2023,June,West,Rajasthan,Lifestyle,60
6/24/2023,June,West,Rajasthan,Lifestyle,40
6/5/2023,June,West,Rajasthan,Lifestyle,60
6/6/2023,June,West,Rajasthan,Adventure,60
7/6/2023,July,North,Delhi,Professional,20
7/18/2023,July,North,Delhi,Professional,50
7/28/2023,July,North,Delhi,Professional,30
7/6/2023,July,North,Delhi,Professional,10
7/6/2023,July,North,Delhi,Professional,30
7/18/2023,July,North,Delhi,Professional,60
7/7/2023,July,North,Delhi,Professional,30
7/27/2023,July,North,Delhi,Lifestyle,10
7/21/2023,July,North,Delhi,Lifestyle,60
7/1/2023,July,North,Delhi,Lifestyle,10
7/1/2023,July,North,Delhi,Lifestyle,10
7/18/2023,July,North,Delhi,Lifestyle,20
7/8/2023,July,North,Delhi,Lifestyle,20
7/25/2023,July,North,Delhi,Adventure,60
7/16/2023,July,North,Delhi,Adventure,20
7/28/2023,July,North,Delhi,Adventure,50
7/7/2023,July,North,Delhi,Adventure,60
7/20/2023,July,North,Punjab,Professional,60
7/21/2023,July,North,Punjab,Professional,10
7/10/2023,July,North,Punjab,Professional,10
7/1/2023,July,North,Punjab,Professional,50
7/3/2023,July,North,Punjab,Professional,60
7/16/2023,July,North,Punjab,Professional,20
7/16/2023,July,North,Punjab,Lifestyle,30
7/20/2023,July,North,Punjab,Lifestyle,30
7/24/2023,July,North,Punjab,Lifestyle,40
7/17/2023,July,North,Punjab,Lifestyle,50
7/12/2023,July,North,Punjab,Lifestyle,60
7/17/2023,July,North,Punjab,Lifestyle,50
7/7/2023,July,North,Punjab,Adventure,50
7/18/2023,July,North,Punjab,Adventure,20
7/23/2023,July,North,Punjab,Adventure,50
7/18/2023,July,North,Punjab,Adventure,60
7/11/2023,July,North,Haryana,Professional,40
7/19/2023,July,North,Haryana,Lifestyle,10
7/3/2023,July,North,Haryana,Lifestyle,20
7/11/2023,July,North,Haryana,Lifestyle,20
7/29/2023,July,North,Haryana,Lifestyle,60
7/5/2023,July,North,Haryana,Lifestyle,30
7/15/2023,July,North,Haryana,Adventure,40
7/20/2023,July,South,Karnataka,Professional,30
7/10/2023,July,South,Karnataka,Professional,40
7/10/2023,July,South,Karnataka,Lifestyle,10
7/2/2023,July,South,Karnataka,Lifestyle,40
7/13/2023,July,South,Karnataka,Lifestyle,20
7/21/2023,July,South,Karnataka,Adventure,50
7/10/2023,July,South,Karnataka,Adventure,40
7/18/2023,July,South,Karnataka,Adventure,30
7/29/2023,July,South,Karnataka,Adventure,10
7/18/2023,July,South,Karnataka,Adventure,20
7/23/2023,July,South,Karnataka,Adventure,20
7/11/2023,July,South,Tamil Nadu,Professional,40
7/18/2023,July,South,Tamil Nadu,Professional,40
7/12/2023,July,South,Tamil Nadu,Professional,30
7/23/2023,July,South,Tamil Nadu,Professional,30
7/22/2023,July,South,Tamil Nadu,Professional,20
7/9/2023,July,South,Tamil Nadu,Lifestyle,30
7/23/2023,July,South,Tamil Nadu,Lifestyle,40
7/25/2023,July,South,Tamil Nadu,Lifestyle,30
7/12/2023,July,South,Tamil Nadu,Lifestyle,40
7/16/2023,July,South,Tamil Nadu,Adventure,30
7/11/2023,July,South,Tamil Nadu,Adventure,60
7/29/2023,July,South,Kerala,Professional,20
7/5/2023,July,South,Kerala,Professional,30
7/2/2023,July,South,Kerala,Professional,60
7/21/2023,July,South,Kerala,Lifestyle,20
7/3/2023,July,South,Kerala,Lifestyle,20
7/6/2023,July,South,Kerala,Lifestyle,10
7/18/2023,July,South,Kerala,Lifestyle,60
7/8/2023,July,South,Kerala,Lifestyle,40
7/23/2023,July,South,Kerala,Adventure,40
7/24/2023,July,South,Kerala,Adventure,50
7/27/2023,July,South,Kerala,Adventure,30
7/6/2023,July,South,Kerala,Adventure,40
7/19/2023,July,South,Kerala,Adventure,40
7/29/2023,July,South,Kerala,Adventure,20
7/23/2023,July,South,Kerala,Adventure,30
7/6/2023,July,West,Maharashtra,Professional,40
7/2/2023,July,West,Maharashtra,Lifestyle,40
7/26/2023,July,West,Maharashtra,Lifestyle,30
7/9/2023,July,West,Maharashtra,Lifestyle,10
7/24/2023,July,West,Maharashtra,Lifestyle,10
7/22/2023,July,West,Maharashtra,Lifestyle,20
7/5/2023,July,West,Maharashtra,Lifestyle,10
7/23/2023,July,West,Maharashtra,Lifestyle,30
7/11/2023,July,West,Maharashtra,Adventure,60
7/15/2023,July,West,Maharashtra,Adventure,10
7/30/2023,July,West,Maharashtra,Adventure,10
7/30/2023,July,West,Maharashtra,Adventure,50
7/22/2023,July,West,Maharashtra,Adventure,10
7/8/2023,July,West,Maharashtra,Adventure,50
7/9/2023,July,West,Gujarat,Professional,50
7/22/2023,July,West,Gujarat,Professional,30
7/18/2023,July,West,Gujarat,Professional,60
7/19/2023,July,West,Gujarat,Professional,50
7/9/2023,July,West,Gujarat,Professional,50
7/21/2023,July,West,Gujarat,Professional,40
7/5/2023,July,West,Gujarat,Professional,60
7/25/2023,July,West,Gujarat,Lifestyle,50
7/18/2023,July,West,Gujarat,Lifestyle,10
7/13/2023,July,West,Gujarat,Lifestyle,30
7/25/2023,July,West,Gujarat,Adventure,20
7/15/2023,July,West,Gujarat,Adventure,30
7/21/2023,July,West,Gujarat,Adventure,40
7/15/2023,July,West,Gujarat,Adventure,20
7/7/2023,July,West,Rajasthan,Professional,30
7/8/2023,July,West,Rajasthan,Professional,10
7/28/2023,July,West,Rajasthan,Professional,10
7/15/2023,July,West,Rajasthan,Professional,10
7/18/2023,July,West,Rajasthan,Lifestyle,30
7/21/2023,July,West,Rajasthan,Lifestyle,40
7/14/2023,July,West,Rajasthan,Adventure,20
7/28/2023,July,West,Rajasthan,Adventure,60
7/8/2023,July,West,Rajasthan,Adventure,10
8/20/2023,August,North,Delhi,Professional,40
8/13/2023,August,North,Delhi,Lifestyle,10
8/19/2023,August,North,Delhi,Lifestyle,50
8/18/2023,August,North,Delhi,Lifestyle,10
8/25/2023,August,North,Delhi,Lifestyle,50
8/5/2023,August,North,Delhi,Lifestyle,40
8/30/2023,August,North,Delhi,Lifestyle,30
8/25/2023,August,North,Delhi,Lifestyle,30
8/16/2023,August,North,Delhi,Adventure,50
8/14/2023,August,North,Delhi,Adventure,30
8/4/2023,August,North,Delhi,Adventure,40
8/3/2023,August,North,Delhi,Adventure,60
8/12/2023,August,North,Delhi,Adventure,10
8/18/2023,August,North,Delhi,Adventure,40
8/23/2023,August,North,Punjab,Professional,50
8/26/2023,August,North,Punjab,Professional,10
8/17/2023,August,North,Punjab,Professional,60
8/29/2023,August,North,Punjab,Professional,40
8/1/2023,August,North,Punjab,Lifestyle,20
8/7/2023,August,North,Punjab,Lifestyle,40
8/12/2023,August,North,Punjab,Adventure,40
8/26/2023,August,North,Punjab,Adventure,60
8/30/2023,August,North,Punjab,Adventure,40
8/4/2023,August,North,Punjab,Adventure,40
8/26/2023,August,North,Punjab,Adventure,60
8/27/2023,August,North,Punjab,Adventure,20
8/17/2023,August,North,Haryana,Professional,30
8/18/2023,August,North,Haryana,Professional,30
8/3/2023,August,North,Haryana,Professional,60
8/22/2023,August,North,Haryana,Professional,50
8/6/2023,August,North,Haryana,Professional,50
8/13/2023,August,North,Haryana,Lifestyle,30
8/27/2023,August,North,Haryana,Lifestyle,20
8/7/2023,August,North,Haryana,Lifestyle,60
8/10/2023,August,North,Haryana,Lifestyle,60
8/7/2023,August,North,Haryana,Lifestyle,60
8/22/2023,August,North,Haryana,Lifestyle,50
8/29/2023,August,North,Haryana,Adventure,50
8/28/2023,August,North,Haryana,Adventure,10
8/2/2023,August,North,Haryana,Adventure,20
8/19/2023,August,North,Haryana,Adventure,20
8/16/2023,August,South,Karnataka,Professional,20
8/9/2023,August,South,Karnataka,Lifestyle,30
8/5/2023,August,South,Karnataka,Lifestyle,60
8/8/2023,August,South,Karnataka,Lifestyle,60
8/18/2023,August,South,Karnataka,Lifestyle,10
8/13/2023,August,South,Karnataka,Lifestyle,10
8/23/2023,August,South,Karnataka,Adventure,10
8/4/2023,August,South,Karnataka,Adventure,40
8/10/2023,August,South,Karnataka,Adventure,30
8/24/2023,August,South,Karnataka,Adventure,50
8/3/2023,August,South,Tamil Nadu,Professional,60
8/11/2023,August,South,Tamil Nadu,Lifestyle,20
8/13/2023,August,South,Tamil Nadu,Adventure,20
8/6/2023,August,South,Kerala,Professional,60
8/17/2023,August,South,Kerala,Professional,40
8/2/2023,August,South,Kerala,Professional,40
8/13/2023,August,South,Kerala,Professional,30
8/6/2023,August,South,Kerala,Lifestyle,40
8/29/2023,August,South,Kerala,Lifestyle,60
8/9/2023,August,South,Kerala,Lifestyle,40
8/18/2023,August,South,Kerala,Lifestyle,30
8/12/2023,August,South,Kerala,Lifestyle,60
8/14/2023,August,South,Kerala,Lifestyle,30
8/20/2023,August,South,Kerala,Adventure,20
8/12/2023,August,South,Kerala,Adventure,30
8/7/2023,August,South,Kerala,Adventure,30
8/2/2023,August,South,Kerala,Adventure,60
8/30/2023,August,South,Kerala,Adventure,50
8/11/2023,August,West,Maharashtra,Professional,30
8/4/2023,August,West,Maharashtra,Professional,10
8/21/2023,August,West,Maharashtra,Professional,30
8/6/2023,August,West,Maharashtra,Lifestyle,30
8/12/2023,August,West,Maharashtra,Lifestyle,10
8/12/2023,August,West,Maharashtra,Lifestyle,40
8/21/2023,August,West,Maharashtra,Lifestyle,20
8/6/2023,August,West,Maharashtra,Lifestyle,50
8/4/2023,August,West,Maharashtra,Lifestyle,30
8/25/2023,August,West,Maharashtra,Lifestyle,40
8/16/2023,August,West,Maharashtra,Adventure,20
8/26/2023,August,West,Maharashtra,Adventure,50
8/11/2023,August,West,Maharashtra,Adventure,30
8/7/2023,August,West,Maharashtra,Adventure,10
8/29/2023,August,West,Maharashtra,Adventure,40
8/30/2023,August,West,Gujarat,Professional,20
8/26/2023,August,West,Gujarat,Professional,10
8/23/2023,August,West,Gujarat,Professional,20
8/29/2023,August,West,Gujarat,Professional,10
8/20/2023,August,West,Gujarat,Lifestyle,10
8/8/2023,August,West,Gujarat,Lifestyle,40
8/9/2023,August,West,Gujarat,Lifestyle,30
8/29/2023,August,West,Gujarat,Adventure,20
8/2/2023,August,West,Rajasthan,Professional,30
8/20/2023,August,West,Rajasthan,Professional,50
8/14/2023,August,West,Rajasthan,Professional,60
8/17/2023,August,West,Rajasthan,Professional,50
8/29/2023,August,West,Rajasthan,Professional,50
8/15/2023,August,West,Rajasthan,Lifestyle,30
8/18/2023,August,West,Rajasthan,Lifestyle,40
8/9/2023,August,West,Rajasthan,Lifestyle,60
8/22/2023,August,West,Rajasthan,Lifestyle,60
8/3/2023,August,West,Rajasthan,Lifestyle,20
8/25/2023,August,West,Rajasthan,Adventure,40
8/25/2023,August,West,Rajasthan,Adventure,50
8/8/2023,August,West,Rajasthan,Adventure,10
8/6/2023,August,West,Rajasthan,Adventure,30
8/15/2023,August,West,Rajasthan,Adventure,30
8/6/2023,August,West,Rajasthan,Adventure,40
9/12/2023,September,North,Delhi,Professional,60
9/12/2023,September,North,Delhi,Lifestyle,30
9/8/2023,September,North,Delhi,Lifestyle,10
9/14/2023,September,North,Delhi,Lifestyle,30
9/1/2023,September,North,Delhi,Adventure,20
9/24/2023,September,North,Delhi,Adventure,40
9/6/2023,September,North,Delhi,Adventure,10
9/10/2023,September,North,Delhi,Adventure,40
9/13/2023,September,North,Punjab,Professional,40
9/29/2023,September,North,Punjab,Professional,50
9/8/2023,September,North,Punjab,Professional,30
9/5/2023,September,North,Punjab,Lifestyle,50
9/2/2023,September,North,Punjab,Adventure,20
9/28/2023,September,North,Punjab,Adventure,20
9/23/2023,September,North,Punjab,Adventure,30
9/22/2023,September,North,Punjab,Adventure,20
9/17/2023,September,North,Haryana,Professional,60
9/19/2023,September,North,Haryana,Professional,20
9/27/2023,September,North,Haryana,Professional,10
9/14/2023,September,North,Haryana,Professional,60
9/26/2023,September,North,Haryana,Professional,30
9/27/2023,September,North,Haryana,Professional,40
9/5/2023,September,North,Haryana,Professional,50
9/4/2023,September,North,Haryana,Lifestyle,50
9/21/2023,September,North,Haryana,Adventure,60
9/5/2023,September,North,Haryana,Adventure,10
9/2/2023,September,North,Haryana,Adventure,20
9/13/2023,September,South,Karnataka,Professional,50
9/13/2023,September,South,Karnataka,Professional,30
9/27/2023,September,South,Karnataka,Professional,10
9/6/2023,September,South,Karnataka,Professional,30
9/17/2023,September,South,Karnataka,Professional,50
9/19/2023,September,South,Karnataka,Professional,60
9/23/2023,September,South,Karnataka,Professional,50
9/16/2023,September,South,Karnataka,Lifestyle,50
9/23/2023,September,South,Karnataka,Lifestyle,60
9/26/2023,September,South,Karnataka,Adventure,50
9/3/2023,September,South,Karnataka,Adventure,30
9/5/2023,September,South,Karnataka,Adventure,30
9/3/2023,September,South,Karnataka,Adventure,30
9/18/2023,September,South,Karnataka,Adventure,40
9/10/2023,September,South,Karnataka,Adventure,10
9/18/2023,September,South,Tamil Nadu,Professional,20
9/18/2023,September,South,Tamil Nadu,Professional,30
9/23/2023,September,South,Tamil Nadu,Professional,50
9/24/2023,September,South,Tamil Nadu,Professional,30
9/11/2023,September,South,Tamil Nadu,Professional,20
9/28/2023,September,South,Tamil Nadu,Professional,20
9/17/2023,September,South,Tamil Nadu,Professional,60
9/28/2023,September,South,Tamil Nadu,Lifestyle,40
9/19/2023,September,South,Tamil Nadu,Lifestyle,60
9/13/2023,September,South,Tamil Nadu,Adventure,50
9/26/2023,September,South,Tamil Nadu,Adventure,30
9/26/2023,September,South,Tamil Nadu,Adventure,40
9/8/2023,September,South,Tamil Nadu,Adventure,10
9/26/2023,September,South,Kerala,Professional,30
9/11/2023,September,South,Kerala,Professional,30
9/30/2023,September,South,Kerala,Professional,30
9/13/2023,September,South,Kerala,Professional,20
9/15/2023,September,South,Kerala,Professional,60
9/26/2023,September,South,Kerala,Lifestyle,20
9/20/2023,September,South,Kerala,Lifestyle,30
9/13/2023,September,South,Kerala,Lifestyle,40
9/23/2023,September,South,Kerala,Lifestyle,60
9/26/2023,September,South,Kerala,Lifestyle,10
9/7/2023,September,South,Kerala,Lifestyle,30
9/27/2023,September,South,Kerala,Adventure,60
9/29/2023,September,South,Kerala,Adventure,40
9/9/2023,September,South,Kerala,Adventure,30
9/11/2023,September,South,Kerala,Adventure,60
9/25/2023,September,South,Kerala,Adventure,40
9/6/2023,September,South,Kerala,Adventure,10
9/23/2023,September,South,Kerala,Adventure,60
9/22/2023,September,West,Maharashtra,Professional,20
9/11/2023,September,West,Maharashtra,Professional,20
9/10/2023,September,West,Maharashtra,Professional,40
9/8/2023,September,West,Maharashtra,Professional,60
9/12/2023,September,West,Maharashtra,Professional,50
9/12/2023,September,West,Maharashtra,Professional,20
9/25/2023,September,West,Maharashtra,Lifestyle,20
9/14/2023,September,West,Maharashtra,Lifestyle,30
9/21/2023,September,West,Maharashtra,Lifestyle,50
9/17/2023,September,West,Maharashtra,Lifestyle,50
9/7/2023,September,West,Maharashtra,Lifestyle,20
9/18/2023,September,West,Maharashtra,Lifestyle,40
9/12/2023,September,West,Maharashtra,Lifestyle,20
9/1/2023,September,West,Maharashtra,Adventure,30
9/3/2023,September,West,Maharashtra,Adventure,20
9/28/2023,September,West,Maharashtra,Adventure,20
9/18/2023,September,West,Maharashtra,Adventure,10
9/7/2023,September,West,Maharashtra,Adventure,20
9/13/2023,September,West,Maharashtra,Adventure,40
9/29/2023,September,West,Maharashtra,Adventure,50
9/28/2023,September,West,Gujarat,Professional,30
9/13/2023,September,West,Gujarat,Lifestyle,30
9/3/2023,September,West,Gujarat,Lifestyle,30
9/4/2023,September,West,Gujarat,Lifestyle,20
9/25/2023,September,West,Gujarat,Lifestyle,40
9/25/2023,September,West,Gujarat,Lifestyle,40
9/22/2023,September,West,Gujarat,Adventure,50
9/16/2023,September,West,Gujarat,Adventure,10
9/17/2023,September,West,Gujarat,Adventure,50
9/4/2023,September,West,Gujarat,Adventure,60
9/18/2023,September,West,Gujarat,Adventure,20
9/2/2023,September,West,Gujarat,Adventure,50
9/6/2023,September,West,Gujarat,Adventure,40
9/23/2023,September,West,Rajasthan,Professional,10
9/1/2023,September,West,Rajasthan,Professional,40
9/8/2023,September,West,Rajasthan,Professional,40
9/24/2023,September,West,Rajasthan,Professional,50
9/6/2023,September,West,Rajasthan,Professional,60
9/11/2023,September,West,Rajasthan,Professional,60
9/1/2023,September,West,Rajasthan,Lifestyle,20
9/25/2023,September,West,Rajasthan,Lifestyle,50
9/5/2023,September,West,Rajasthan,Lifestyle,30
9/18/2023,September,West,Rajasthan,Adventure,60
9/21/2023,September,West,Rajasthan,Adventure,10
9/25/2023,September,West,Rajasthan,Adventure,60
9/27/2023,September,West,Rajasthan,Adventure,10
9/9/2023,September,West,Rajasthan,Adventure,30
9/17/2023,September,West,Rajasthan,Adventure,20
9/30/2023,September,West,Rajasthan,Adventure,60
10/1/2023,October,North,Delhi,Professional,60
10/20/2023,October,North,Delhi,Lifestyle,60
10/1/2023,October,North,Delhi,Lifestyle,20
10/11/2023,October,North,Delhi,Adventure,20
10/7/2023,October,North,Delhi,Adventure,50
10/7/2023,October,North,Delhi,Adventure,40
10/25/2023,October,North,Delhi,Adventure,10
10/13/2023,October,North,Delhi,Adventure,30
10/11/2023,October,North,Delhi,Adventure,60
10/24/2023,October,North,Delhi,Adventure,20
10/15/2023,October,North,Punjab,Professional,10
10/1/2023,October,North,Punjab,Professional,30
10/8/2023,October,North,Punjab,Professional,30
10/6/2023,October,North,Punjab,Professional,20
10/21/2023,October,North,Punjab,Professional,20
10/30/2023,October,North,Punjab,Lifestyle,40
10/16/2023,October,North,Punjab,Adventure,10
10/7/2023,October,North,Haryana,Professional,30
10/27/2023,October,North,Haryana,Professional,40
10/12/2023,October,North,Haryana,Professional,50
10/9/2023,October,North,Haryana,Professional,20
10/18/2023,October,North,Haryana,Professional,50
10/1/2023,October,North,Haryana,Professional,50
10/14/2023,October,North,Haryana,Lifestyle,20
10/5/2023,October,North,Haryana,Lifestyle,60
10/25/2023,October,North,Haryana,Lifestyle,10
10/30/2023,October,North,Haryana,Lifestyle,60
10/1/2023,October,North,Haryana,Lifestyle,50
10/12/2023,October,North,Haryana,Lifestyle,50
10/15/2023,October,North,Haryana,Adventure,50
10/3/2023,October,North,Haryana,Adventure,40
10/29/2023,October,North,Haryana,Adventure,30
10/5/2023,October,North,Haryana,Adventure,60
10/22/2023,October,North,Haryana,Adventure,60
10/5/2023,October,North,Haryana,Adventure,10
10/11/2023,October,North,Haryana,Adventure,30
10/2/2023,October,South,Karnataka,Professional,40
10/5/2023,October,South,Karnataka,Professional,40
10/27/2023,October,South,Karnataka,Professional,40
10/25/2023,October,South,Karnataka,Professional,60
10/17/2023,October,South,Karnataka,Professional,50
10/4/2023,October,South,Karnataka,Lifestyle,40
10/20/2023,October,South,Karnataka,Lifestyle,50
10/28/2023,October,South,Karnataka,Adventure,50
10/2/2023,October,South,Karnataka,Adventure,30
10/14/2023,October,South,Karnataka,Adventure,40
10/25/2023,October,South,Karnataka,Adventure,40
10/29/2023,October,South,Karnataka,Adventure,40
10/10/2023,October,South,Karnataka,Adventure,40
10/27/2023,October,South,Tamil Nadu,Professional,10
10/12/2023,October,South,Tamil Nadu,Professional,60
10/30/2023,October,South,Tamil Nadu,Professional,40
10/13/2023,October,South,Tamil Nadu,Lifestyle,10
10/17/2023,October,South,Tamil Nadu,Lifestyle,30
10/10/2023,October,South,Tamil Nadu,Lifestyle,50
10/17/2023,October,South,Tamil Nadu,Lifestyle,20
10/25/2023,October,South,Tamil Nadu,Lifestyle,20
10/17/2023,October,South,Tamil Nadu,Lifestyle,50
10/2/2023,October,South,Tamil Nadu,Lifestyle,40
10/19/2023,October,South,Tamil Nadu,Adventure,30
10/4/2023,October,South,Tamil Nadu,Adventure,30
10/12/2023,October,South,Tamil Nadu,Adventure,10
10/25/2023,October,South,Tamil Nadu,Adventure,60
10/3/2023,October,South,Tamil Nadu,Adventure,20
10/23/2023,October,South,Tamil Nadu,Adventure,50
10/9/2023,October,South,Tamil Nadu,Adventure,40
10/23/2023,October,South,Kerala,Professional,20
10/20/2023,October,South,Kerala,Professional,10
10/8/2023,October,South,Kerala,Professional,50
10/18/2023,October,South,Kerala,Professional,40
10/19/2023,October,South,Kerala,Professional,60
10/29/2023,October,South,Kerala,Professional,20
11/20/2023,November,South,Kerala,Professional,20
11/16/2023,November,South,Kerala,Lifestyle,10
11/2/2023,November,South,Kerala,Lifestyle,50
11/27/2023,November,South,Kerala,Lifestyle,40
11/29/2023,November,South,Kerala,Lifestyle,40
11/12/2023,November,South,Kerala,Lifestyle,30
11/24/2023,November,South,Kerala,Lifestyle,50
11/26/2023,November,South,Kerala,Adventure,60
11/17/2023,November,South,Kerala,Adventure,10
11/9/2023,November,South,Kerala,Adventure,50
11/30/2023,November,South,Kerala,Adventure,20
11/23/2023,November,South,Kerala,Adventure,40
11/21/2023,November,South,Kerala,Adventure,60
11/24/2023,November,West,Maharashtra,Professional,30
11/30/2023,November,West,Maharashtra,Professional,20
11/10/2023,November,West,Maharashtra,Professional,60
11/14/2023,November,West,Maharashtra,Professional,10
11/25/2023,November,West,Maharashtra,Professional,60
11/29/2023,November,West,Maharashtra,Professional,20
11/2/2023,November,West,Maharashtra,Lifestyle,30
11/14/2023,November,West,Maharashtra,Lifestyle,60
11/27/2023,November,West,Maharashtra,Lifestyle,50
11/19/2023,November,West,Maharashtra,Lifestyle,20
11/28/2023,November,West,Maharashtra,Adventure,20
11/29/2023,November,West,Maharashtra,Adventure,10
11/13/2023,November,West,Maharashtra,Adventure,60
11/16/2023,November,West,Maharashtra,Adventure,40
11/24/2023,November,West,Maharashtra,Adventure,50
11/2/2023,November,West,Gujarat,Professional,30
11/14/2023,November,West,Gujarat,Professional,50
11/7/2023,November,West,Gujarat,Professional,20
11/24/2023,November,West,Gujarat,Lifestyle,40
11/7/2023,November,West,Gujarat,Lifestyle,20
11/30/2023,November,West,Gujarat,Lifestyle,40
11/18/2023,November,West,Gujarat,Adventure,50
11/25/2023,November,West,Gujarat,Adventure,30
11/14/2023,November,West,Gujarat,Adventure,30
11/24/2023,November,West,Gujarat,Adventure,60
11/10/2023,November,West,Rajasthan,Professional,10
11/18/2023,November,West,Rajasthan,Professional,50
11/11/2023,November,West,Rajasthan,Professional,30
11/10/2023,November,West,Rajasthan,Professional,10
11/11/2023,November,West,Rajasthan,Lifestyle,30
11/6/2023,November,West,Rajasthan,Adventure,30
11/4/2023,November,North,Delhi,Professional,30
11/3/2023,November,North,Delhi,Lifestyle,20
11/6/2023,November,North,Delhi,Lifestyle,20
11/29/2023,November,North,Delhi,Lifestyle,60
11/5/2023,November,North,Delhi,Adventure,30
11/21/2023,November,North,Delhi,Adventure,60
11/10/2023,November,North,Delhi,Adventure,60
11/15/2023,November,North,Delhi,Adventure,40
11/20/2023,November,North,Delhi,Adventure,30
11/25/2023,November,North,Delhi,Adventure,20
11/13/2023,November,North,Punjab,Professional,10
11/14/2023,November,North,Punjab,Professional,50
11/20/2023,November,North,Punjab,Lifestyle,10
11/23/2023,November,North,Punjab,Adventure,40
11/2/2023,November,North,Punjab,Adventure,60
11/22/2023,November,North,Punjab,Adventure,60
11/12/2023,November,North,Punjab,Adventure,30
11/9/2023,November,North,Punjab,Adventure,30
11/7/2023,November,North,Haryana,Professional,10
11/27/2023,November,North,Haryana,Professional,20
11/30/2023,November,North,Haryana,Lifestyle,60
11/29/2023,November,North,Haryana,Adventure,30
11/27/2023,November,North,Haryana,Adventure,40
11/2/2023,November,North,Haryana,Adventure,60
11/11/2023,November,South,Karnataka,Professional,30
11/13/2023,November,South,Karnataka,Professional,10
11/18/2023,November,South,Karnataka,Professional,40
11/28/2023,November,South,Karnataka,Professional,50
11/15/2023,November,South,Karnataka,Professional,20
11/9/2023,November,South,Karnataka,Professional,10
11/20/2023,November,South,Karnataka,Lifestyle,20
11/14/2023,November,South,Karnataka,Lifestyle,20
11/20/2023,November,South,Karnataka,Lifestyle,60
11/29/2023,November,South,Karnataka,Lifestyle,50
11/14/2023,November,South,Karnataka,Lifestyle,60
11/20/2023,November,South,Karnataka,Lifestyle,30
11/25/2023,November,South,Karnataka,Lifestyle,40
11/16/2023,November,South,Karnataka,Adventure,10
11/3/2023,November,South,Karnataka,Adventure,30
11/29/2023,November,South,Karnataka,Adventure,50
11/15/2023,November,South,Karnataka,Adventure,40
11/29/2023,November,South,Tamil Nadu,Professional,50
11/1/2023,November,South,Tamil Nadu,Lifestyle,40
11/24/2023,November,South,Tamil Nadu,Lifestyle,40
11/16/2023,November,South,Tamil Nadu,Lifestyle,40
11/18/2023,November,South,Tamil Nadu,Lifestyle,50
11/21/2023,November,South,Tamil Nadu,Adventure,10
11/11/2023,November,South,Tamil Nadu,Adventure,30
11/6/2023,November,South,Kerala,Professional,40
11/28/2023,November,South,Kerala,Professional,10
11/22/2023,November,South,Kerala,Professional,50
11/11/2023,November,South,Kerala,Professional,20
11/26/2023,November,South,Kerala,Professional,50
11/20/2023,November,South,Kerala,Lifestyle,10
11/28/2023,November,South,Kerala,Lifestyle,50
11/10/2023,November,South,Kerala,Lifestyle,60
11/18/2023,November,South,Kerala,Adventure,50
11/1/2023,November,South,Kerala,Adventure,30
11/30/2023,November,South,Kerala,Adventure,40
11/25/2023,November,South,Kerala,Adventure,10
11/28/2023,November,South,Kerala,Adventure,50
11/2/2023,November,West,Maharashtra,Professional,40
11/8/2023,November,West,Maharashtra,Professional,50
11/29/2023,November,West,Maharashtra,Lifestyle,40
11/12/2023,November,West,Maharashtra,Lifestyle,40
11/9/2023,November,West,Maharashtra,Lifestyle,60
11/14/2023,November,West,Maharashtra,Lifestyle,30
11/23/2023,November,West,Maharashtra,Lifestyle,10
11/5/2023,November,West,Maharashtra,Adventure,50
11/7/2023,November,West,Maharashtra,Adventure,30
11/5/2023,November,West,Maharashtra,Adventure,60
11/4/2023,November,West,Maharashtra,Adventure,10
11/5/2023,November,West,Maharashtra,Adventure,40
11/21/2023,November,West,Gujarat,Professional,20
11/4/2023,November,West,Gujarat,Professional,50
11/25/2023,November,West,Gujarat,Lifestyle,30
11/15/2023,November,West,Gujarat,Lifestyle,60
11/4/2023,November,West,Gujarat,Lifestyle,30
11/13/2023,November,West,Gujarat,Lifestyle,50
11/13/2023,November,West,Gujarat,Lifestyle,60
11/3/2023,November,West,Gujarat,Adventure,10
11/11/2023,November,West,Gujarat,Adventure,60
11/4/2023,November,West,Gujarat,Adventure,60
11/20/2023,November,West,Gujarat,Adventure,50
11/15/2023,November,West,Gujarat,Adventure,40
11/30/2023,November,West,Gujarat,Adventure,60
11/6/2023,November,West,Gujarat,Adventure,60
11/19/2023,November,West,Rajasthan,Professional,30
11/30/2023,November,West,Rajasthan,Professional,20
11/25/2023,November,West,Rajasthan,Lifestyle,60
11/28/2023,November,West,Rajasthan,Lifestyle,50
11/22/2023,November,West,Rajasthan,Lifestyle,30
11/18/2023,November,West,Rajasthan,Lifestyle,40
11/7/2023,November,West,Rajasthan,Adventure,20
11/14/2023,November,West,Rajasthan,Adventure,20
11/4/2023,November,West,Rajasthan,Adventure,40
11/2/2023,November,West,Rajasthan,Adventure,60
11/16/2023,November,West,Rajasthan,Adventure,20
11/10/2023,November,West,Rajasthan,Adventure,20
11/9/2023,November,North,Delhi,Professional,50
11/11/2023,November,North,Delhi,Professional,40
11/19/2023,November,North,Delhi,Professional,10
11/7/2023,November,North,Delhi,Professional,10
